student_id,skills,experience_years,course_grades,projects_completed,extracurriculars,job_offer
173,C++,5,72.11,5,2,1
173,Python,5,72.11,5,2,1
174,SQL,5,78.43,5,1,1
174,Machine Learning,5,78.43,5,1,1
174,Data Analysis,5,78.43,5,1,1
175,Python,2,70.07,8,1,1
175,SQL,2,70.07,8,1,1
175,Machine Learning,2,70.07,8,1,1
176,C++,1,74.99,9,1,1
176,SQL,1,74.99,9,1,1
176,Data Analysis,1,74.99,9,1,1
177,SQL,3,92.0,3,2,1
177,Machine Learning,3,92.0,3,2,1
177,Java,3,92.0,3,2,1
178,C++,0,93.37,7,3,0
179,C++,5,72.17,3,0,0
179,Java,5,72.17,3,0,0
179,SQL,5,72.17,3,0,0
180,Machine Learning,0,78.76,2,0,1
180,Python,0,78.76,2,0,1
181,SQL,0,94.95,3,3,0
181,Java,0,94.95,3,3,0
182,Machine Learning,0,62.11,0,1,0
182,Data Analysis,0,62.11,0,1,0
183,SQL,2,95.57,8,4,0
183,C++,2,95.57,8,4,0
183,Machine Learning,2,95.57,8,4,0
184,Data Analysis,5,68.77,4,2,1
184,Java,5,68.77,4,2,1
185,C++,0,87.14,6,1,1
185,Java,0,87.14,6,1,1
185,Python,0,87.14,6,1,1
186,Machine Learning,3,83.3,2,1,0
186,Data Analysis,3,83.3,2,1,0
187,Python,4,82.12,4,1,1
187,Java,4,82.12,4,1,1
188,SQL,0,94.37,9,0,0
188,Java,0,94.37,9,0,0
188,Machine Learning,0,94.37,9,0,0
189,Python,2,64.06,3,0,0
190,Java,5,73.88,6,4,1
191,Machine Learning,2,81.53,4,2,1
191,Python,2,81.53,4,2,1
192,C++,0,92.45,1,1,0
192,Machine Learning,0,92.45,1,1,0
193,Data Analysis,5,68.66,2,0,0
194,C++,4,92.12,7,3,1
194,Data Analysis,4,92.12,7,3,1
194,Machine Learning,4,92.12,7,3,1
195,Java,0,75.99,2,0,1
196,Data Analysis,2,67.56,6,1,0
196,Python,2,67.56,6,1,0
196,Machine Learning,2,67.56,6,1,0
197,Java,1,90.36,4,1,1
197,Data Analysis,1,90.36,4,1,1
198,Machine Learning,3,63.64,6,0,1
198,C++,3,63.64,6,0,1
198,Python,3,63.64,6,0,1
199,Java,2,80.59,9,3,1
199,Python,2,80.59,9,3,1
199,C++,2,80.59,9,3,1
200,C++,5,62.56,8,3,0
201,Machine Learning,0,74.26,6,1,1
201,Data Analysis,0,74.26,6,1,1
201,SQL,0,74.26,6,1,1
202,Machine Learning,3,84.04,5,0,0
202,Data Analysis,3,84.04,5,0,0
203,Machine Learning,0,82.24,0,2,1
203,C++,0,82.24,0,2,1
204,Data Analysis,5,76.19,3,2,0
205,C++,0,77.16,7,1,0
205,SQL,0,77.16,7,1,0
206,Data Analysis,1,69.07,0,3,0
207,Machine Learning,3,78.24,5,2,1
207,C++,3,78.24,5,2,1
208,Java,3,98.13,1,0,0
208,SQL,3,98.13,1,0,0
208,C++,3,98.13,1,0,0
209,Data Analysis,5,94.02,8,4,1
210,Java,1,65.81,7,4,0
210,SQL,1,65.81,7,4,0
211,SQL,2,61.19,8,3,0
211,Machine Learning,2,61.19,8,3,0
212,Java,0,97.34,8,4,0
213,Java,4,81.07,1,0,0
214,Data Analysis,0,81.51,1,1,0
214,Java,0,81.51,1,1,0
215,Java,0,91.23,8,1,1
215,Python,0,91.23,8,1,1
215,C++,0,91.23,8,1,1
216,SQL,2,72.59,1,0,1
216,Machine Learning,2,72.59,1,0,1
217,C++,0,79.28,3,1,0
217,Python,0,79.28,3,1,0
218,C++,1,98.75,1,0,1
219,Machine Learning,1,86.89,0,0,0
219,Python,1,86.89,0,0,0
220,C++,3,66.15,9,4,1
220,Data Analysis,3,66.15,9,4,1
220,Python,3,66.15,9,4,1
221,SQL,5,65.33,6,4,0
221,C++,5,65.33,6,4,0
222,Machine Learning,4,68.17,4,3,1
222,Data Analysis,4,68.17,4,3,1
223,Java,0,90.67,2,4,1
223,C++,0,90.67,2,4,1
223,Data Analysis,0,90.67,2,4,1
224,C++,0,71.82,7,1,1
224,Data Analysis,0,71.82,7,1,1
225,C++,2,60.86,4,4,0
226,Data Analysis,5,97.77,0,0,1
226,C++,5,97.77,0,0,1
227,Java,1,66.79,8,4,1
227,C++,1,66.79,8,4,1
227,Data Analysis,1,66.79,8,4,1
228,Machine Learning,4,60.38,4,1,0
228,Python,4,60.38,4,1,0
228,C++,4,60.38,4,1,0
229,Machine Learning,3,69.49,2,3,1
229,Python,3,69.49,2,3,1
229,Data Analysis,3,69.49,2,3,1
230,C++,1,69.4,5,2,0
230,Java,1,69.4,5,2,0
230,Data Analysis,1,69.4,5,2,0
231,Python,5,76.88,7,0,1
232,C++,3,96.82,1,1,0
232,SQL,3,96.82,1,1,0
233,C++,2,95.17,2,1,0
234,SQL,2,78.28,6,2,0
234,C++,2,78.28,6,2,0
235,C++,0,76.44,1,3,0
235,SQL,0,76.44,1,3,0
236,C++,5,82.2,4,0,0
237,Data Analysis,4,69.74,8,3,0
238,Python,3,62.09,6,2,0
238,SQL,3,62.09,6,2,0
238,Java,3,62.09,6,2,0
239,Python,1,97.57,2,0,0
239,Data Analysis,1,97.57,2,0,0
239,Machine Learning,1,97.57,2,0,0
240,Java,5,67.47,1,4,1
241,Machine Learning,5,67.94,9,3,1
242,Java,2,78.9,8,4,1
243,C++,0,79.66,8,0,1
244,Python,0,60.74,8,2,0
244,Machine Learning,0,60.74,8,2,0
244,Java,0,60.74,8,2,0
245,Data Analysis,3,65.92,9,4,1
245,SQL,3,65.92,9,4,1
246,Java,2,75.13,2,4,0
246,Machine Learning,2,75.13,2,4,0
247,Data Analysis,5,87.35,0,1,1
247,Python,5,87.35,0,1,1
247,Java,5,87.35,0,1,1
248,Python,4,69.14,8,0,0
248,Machine Learning,4,69.14,8,0,0
249,SQL,2,76.92,6,2,0
250,Data Analysis,3,82.29,1,1,1
250,C++,3,82.29,1,1,1
250,Machine Learning,3,82.29,1,1,1
251,Java,3,95.54,5,3,0
251,Python,3,95.54,5,3,0
251,Data Analysis,3,95.54,5,3,0
252,Data Analysis,2,73.04,8,2,0
253,Data Analysis,3,65.34,7,1,0
253,Machine Learning,3,65.34,7,1,0
254,Machine Learning,2,79.57,5,3,1
255,SQL,1,89.87,5,2,1
256,C++,2,64.39,7,1,1
256,SQL,2,64.39,7,1,1
256,Python,2,64.39,7,1,1
257,Data Analysis,2,76.99,8,2,1
257,SQL,2,76.99,8,2,1
257,Python,2,76.99,8,2,1
258,C++,3,60.71,7,4,1
258,Python,3,60.71,7,4,1
259,SQL,3,61.34,0,1,1
259,C++,3,61.34,0,1,1
260,Java,0,79.32,1,4,0
260,C++,0,79.32,1,4,0
260,Data Analysis,0,79.32,1,4,0
261,Machine Learning,0,71.93,5,1,1
261,SQL,0,71.93,5,1,1
261,C++,0,71.93,5,1,1
262,C++,1,93.8,7,4,1
262,Machine Learning,1,93.8,7,4,1
263,SQL,0,84.09,3,0,1
263,Java,0,84.09,3,0,1
264,SQL,2,78.16,3,4,0
265,Java,3,76.32,1,0,1
265,C++,3,76.32,1,0,1
266,Machine Learning,0,79.89,9,2,0
266,C++,0,79.89,9,2,0
266,SQL,0,79.89,9,2,0
267,C++,0,61.62,0,3,0
268,Java,1,95.71,9,3,0
268,C++,1,95.71,9,3,0
269,SQL,5,99.93,8,3,0
270,SQL,1,67.26,6,0,1
270,Data Analysis,1,67.26,6,0,1
271,Data Analysis,2,64.82,8,3,1
271,SQL,2,64.82,8,3,1
271,Python,2,64.82,8,3,1
272,Java,3,65.74,1,3,1
272,Python,3,65.74,1,3,1
272,Data Analysis,3,65.74,1,3,1
273,C++,1,86.44,9,4,0
273,Data Analysis,1,86.44,9,4,0
273,Java,1,86.44,9,4,0
274,C++,0,86.46,4,3,0
274,Data Analysis,0,86.46,4,3,0
274,Machine Learning,0,86.46,4,3,0
275,Python,3,93.92,1,0,0
276,Java,3,90.07,9,4,1
276,C++,3,90.07,9,4,1
277,Java,0,77.99,6,0,0
277,SQL,0,77.99,6,0,0
277,Machine Learning,0,77.99,6,0,0
278,Machine Learning,1,84.51,8,1,1
278,Data Analysis,1,84.51,8,1,1
279,C++,0,87.53,2,3,0
279,Machine Learning,0,87.53,2,3,0
280,SQL,5,80.51,0,0,1
280,C++,5,80.51,0,0,1
281,SQL,3,79.03,3,0,1
281,Data Analysis,3,79.03,3,0,1
282,Python,4,85.8,3,4,0
283,Java,4,82.3,5,1,1
283,SQL,4,82.3,5,1,1
283,Python,4,82.3,5,1,1
284,Machine Learning,2,85.76,4,1,0
284,Java,2,85.76,4,1,0
284,Data Analysis,2,85.76,4,1,0
285,Data Analysis,0,84.51,4,3,1
286,SQL,0,88.77,8,2,1
286,Machine Learning,0,88.77,8,2,1
287,Machine Learning,2,85.71,0,2,0
287,SQL,2,85.71,0,2,0
287,Python,2,85.71,0,2,0
288,SQL,2,80.79,7,4,0
289,SQL,2,87.27,7,3,1
290,SQL,3,77.98,7,4,0
291,Data Analysis,5,69.67,2,3,1
292,Java,0,60.06,9,1,1
292,SQL,0,60.06,9,1,1
292,Python,0,60.06,9,1,1
293,Machine Learning,3,82.4,7,2,1
294,Data Analysis,2,83.63,1,0,1
294,Java,2,83.63,1,0,1
295,C++,0,98.88,7,2,1
295,Python,0,98.88,7,2,1
295,Machine Learning,0,98.88,7,2,1
296,SQL,3,74.46,7,3,1
296,C++,3,74.46,7,3,1
296,Machine Learning,3,74.46,7,3,1
297,SQL,5,75.77,2,2,0
297,Java,5,75.77,2,2,0
298,SQL,3,68.07,3,0,0
299,Python,5,62.82,8,1,1
299,Data Analysis,5,62.82,8,1,1
300,C++,2,90.91,8,1,0
300,Python,2,90.91,8,1,0
301,Data Analysis,5,69.99,9,3,1
301,Python,5,69.99,9,3,1
301,Java,5,69.99,9,3,1
302,Machine Learning,0,84.36,8,2,1
303,Python,2,87.51,9,3,0
303,Java,2,87.51,9,3,0
304,Machine Learning,0,78.85,5,2,0
305,Machine Learning,4,95.05,0,4,0
305,Data Analysis,4,95.05,0,4,0
306,Java,1,77.75,7,3,0
306,Machine Learning,1,77.75,7,3,0
306,C++,1,77.75,7,3,0
307,C++,5,71.4,8,2,0
307,SQL,5,71.4,8,2,0
308,C++,1,95.84,7,4,1
308,SQL,1,95.84,7,4,1
308,Python,1,95.84,7,4,1
309,Data Analysis,1,94.46,0,3,1
309,Python,1,94.46,0,3,1
309,Java,1,94.46,0,3,1
310,Java,5,66.56,5,1,0
310,SQL,5,66.56,5,1,0
310,Python,5,66.56,5,1,0
311,Java,2,61.04,8,4,0
312,Machine Learning,4,63.6,8,3,0
313,Java,0,71.46,6,0,0
314,C++,3,98.89,6,1,1
315,Data Analysis,0,82.34,3,4,0
315,Machine Learning,0,82.34,3,4,0
316,SQL,3,74.93,6,2,0
316,Python,3,74.93,6,2,0
317,SQL,0,95.55,9,0,1
318,SQL,5,78.13,4,2,0
318,C++,5,78.13,4,2,0
318,Python,5,78.13,4,2,0
319,Java,4,72.61,9,0,0
319,SQL,4,72.61,9,0,0
319,Data Analysis,4,72.61,9,0,0
320,Python,3,97.65,4,3,0
320,Machine Learning,3,97.65,4,3,0
321,Data Analysis,2,93.98,0,3,1
322,SQL,0,93.75,1,2,1
323,Python,0,80.49,8,2,0
324,Java,3,91.58,1,2,1
325,Machine Learning,2,67.17,9,4,1
325,Data Analysis,2,67.17,9,4,1
326,C++,2,82.93,1,1,1
326,Python,2,82.93,1,1,1
327,Data Analysis,5,99.35,8,2,1
327,SQL,5,99.35,8,2,1
328,C++,5,71.64,2,3,0
328,SQL,5,71.64,2,3,0
328,Data Analysis,5,71.64,2,3,0
329,Python,5,91.77,1,3,1
329,Machine Learning,5,91.77,1,3,1
330,C++,5,79.62,6,2,1
331,SQL,5,61.59,8,2,1
331,Machine Learning,5,61.59,8,2,1
331,Data Analysis,5,61.59,8,2,1
332,Python,5,90.52,5,3,1
333,Data Analysis,4,66.74,6,4,1
334,Machine Learning,2,85.26,2,0,1
334,Python,2,85.26,2,0,1
334,SQL,2,85.26,2,0,1
335,Python,5,63.43,2,3,0
335,Java,5,63.43,2,3,0
335,C++,5,63.43,2,3,0
336,Data Analysis,2,97.87,7,0,0
336,C++,2,97.87,7,0,0
336,SQL,2,97.87,7,0,0
337,Machine Learning,2,71.67,6,2,0
338,Data Analysis,1,69.06,4,1,0
338,C++,1,69.06,4,1,0
339,C++,4,65.17,5,2,0
340,C++,5,97.84,8,2,0
340,SQL,5,97.84,8,2,0
341,Data Analysis,0,88.48,2,2,1
341,Python,0,88.48,2,2,1
342,SQL,3,89.67,2,3,0
343,Data Analysis,0,79.98,5,3,0
343,C++,0,79.98,5,3,0
344,Data Analysis,4,78.99,7,1,1
344,C++,4,78.99,7,1,1
345,Python,3,64.4,4,0,1
345,C++,3,64.4,4,0,1
345,Data Analysis,3,64.4,4,0,1
346,SQL,4,82.39,0,0,1
346,Data Analysis,4,82.39,0,0,1
347,C++,2,69.88,2,0,1
348,Python,3,99.09,7,2,1
348,Machine Learning,3,99.09,7,2,1
348,C++,3,99.09,7,2,1
349,Python,2,91.86,3,1,1
349,Java,2,91.86,3,1,1
350,SQL,0,76.52,8,2,0
350,Machine Learning,0,76.52,8,2,0
350,C++,0,76.52,8,2,0
351,C++,0,66.05,5,1,0
351,Python,0,66.05,5,1,0
351,Java,0,66.05,5,1,0
352,Machine Learning,3,91.41,9,4,1
352,Java,3,91.41,9,4,1
353,C++,3,64.88,3,3,1
353,Data Analysis,3,64.88,3,3,1
354,Python,5,67.57,3,2,1
355,Machine Learning,4,68.46,9,4,0
355,Java,4,68.46,9,4,0
355,Data Analysis,4,68.46,9,4,0
356,Machine Learning,5,82.28,4,0,1
356,Python,5,82.28,4,0,1
357,C++,4,91.48,6,4,1
357,Python,4,91.48,6,4,1
357,Java,4,91.48,6,4,1
358,C++,5,72.57,6,3,1
359,Data Analysis,2,63.39,9,3,0
360,C++,3,78.58,6,3,0
361,SQL,0,89.92,4,4,1
361,Machine Learning,0,89.92,4,4,1
361,Data Analysis,0,89.92,4,4,1
362,C++,4,68.87,8,0,0
362,Data Analysis,4,68.87,8,0,0
363,C++,4,68.8,1,2,1
364,Java,0,97.89,7,0,1
364,C++,0,97.89,7,0,1
364,Data Analysis,0,97.89,7,0,1
365,Machine Learning,5,98.17,9,1,1
365,Java,5,98.17,9,1,1
365,Python,5,98.17,9,1,1
366,C++,4,99.62,7,1,0
366,SQL,4,99.62,7,1,0
367,SQL,2,92.31,2,2,1
367,Python,2,92.31,2,2,1
367,Data Analysis,2,92.31,2,2,1
368,SQL,3,67.53,4,3,0
368,Machine Learning,3,67.53,4,3,0
368,C++,3,67.53,4,3,0
369,C++,0,68.48,7,2,1
370,C++,3,73.61,9,4,0
370,SQL,3,73.61,9,4,0
370,Machine Learning,3,73.61,9,4,0
371,Machine Learning,4,72.73,8,3,0
371,C++,4,72.73,8,3,0
371,Data Analysis,4,72.73,8,3,0
372,Java,4,98.26,6,2,1
372,Data Analysis,4,98.26,6,2,1
373,C++,0,91.56,3,2,1
373,Java,0,91.56,3,2,1
373,Data Analysis,0,91.56,3,2,1
374,SQL,2,88.96,3,4,0
375,C++,1,67.44,2,4,0
375,Data Analysis,1,67.44,2,4,0
375,Machine Learning,1,67.44,2,4,0
376,Data Analysis,0,96.38,7,0,0
